0 18
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 38
60 37,99
60 37,99
60 37,99
60 37,99
60 37,99
60 37,99
60 37,99
60 37,99
60 37,98
60 37,98
60 37,98
60 37,98
60 37,98
60 37,97
60 37,97
60 37,97
60 37,97
60 37,96
60 37,96
60 37,96
60 37,96
60 37,95
60 37,95
60 37,95
60 37,94
60 37,94
60 37,94
60 37,93
60 37,93
60 37,93
60 37,92
60 37,92
60 37,92
60 37,91
60 37,91
60 37,9
60 37,9
60 37,89
60 37,89
60 37,89
60 37,88
60 37,88
60 37,87
60 37,87
60 37,86
60 37,86
60 37,85
60 37,85
60 37,84
60 37,84
60 37,83
60 37,82
60 37,82
60 37,81
60 37,81
60 37,8
60 37,8
60 37,79
60 37,78
60 37,78
60 37,77
60 37,76
60 37,76
60 37,75
60 37,74
60 37,74
60 37,73
60 37,72
60 37,72
60 37,71
60 37,7
60 37,69
60 37,69
60 37,68
60 37,67
60 37,66
60 37,65
60 37,65
60 37,64
60 37,63
60 37,62
60 37,61
60 37,61
60 37,6
60 37,59
60 37,58
60 37,57
60 37,56
60 37,55
60 37,54
60 37,53
60 37,53
60 37,52
60 37,51
60 37,5
60 37,49
60 37,48
60 37,47
60 37,46
60 37,45
60 37,44
60 37,43
60 37,42
60 37,41
60 37,4
60 37,39
60 37,38
60 37,37
60 37,35
60 37,34
60 37,33
60 37,32
60 37,31
60 37,3
60 37,29
60 37,28
60 37,27
60 37,25
60 37,24
60 37,23
60 37,22
60 37,21
60 37,2
60 37,18
60 37,17
60 37,16
60 37,15
60 37,13
60 37,12
60 37,11
60 37,1
60 37,08
60 37,07
60 37,06
60 37,04
60 37,03
60 37,02
60 37
60 36,99
60 36,98
60 36,96
60 36,95
60 36,94
60 36,92
60 36,91
60 36,9
60 36,88
60 36,87
60 36,85
60 36,84
60 36,82
60 36,81
60 36,79
60 36,78
60 36,77
60 36,75
60 36,74
60 36,72
60 36,71
60 36,69
60 36,67
60 36,66
60 36,64
60 36,63
60 36,61
60 36,6
60 36,58
60 36,57
60 36,55
60 36,53
60 36,52
60 36,5
60 36,48
60 36,47
60 36,45
60 36,44
60 36,42
60 36,4
60 36,38
60 36,37
60 36,35
60 36,33
60 36,32
60 36,3
60 36,28
60 36,26
60 36,25
60 36,23
60 36,21
60 36,19
60 36,18
60 36,16
60 36,14
60 36,12
60 36,1
60 36,09
60 36,07
60 36,05
60 36,03
60 36,01
60 35,99
60 35,97
60 35,96
60 35,94
60 35,92
60 35,9
60 35,88
60 35,86
60 35,84
60 35,82
60 35,8
60 35,78
60 35,76
60 35,74
60 35,72
60 35,7
60 35,68
60 35,66
60 35,64
60 35,62
60 35,6
60 35,58
60 35,56
60 35,54
60 35,52
60 35,5
60 35,48
60 35,46
60 35,44
60 35,42
60 35,4
60 35,37
60 35,35
60 35,33
60 35,31
60 35,29
60 35,27
60 35,25
60 35,22
60 35,2
60 35,18
60 35,16
60 35,14
60 35,11
60 35,09
60 35,07
60 35,05
60 35,02
60 35
60 34,98
60 34,96
60 34,93
60 34,91
60 34,89
60 34,87
60 34,84
60 34,82
60 34,8
60 34,77
60 34,75
60 34,73
60 34,7
60 34,68
60 34,65
60 34,63
60 34,61
60 34,58
60 34,56
60 34,54
60 34,51
60 34,49
60 34,46
60 34,44
60 34,41
60 34,39
60 34,36
60 34,34
60 34,32
60 34,29
60 34,27
60 34,24
60 34,22
60 34,19
60 34,17
60 34,14
60 34,11
60 34,09
60 34,06
60 34,04
60 34,01
60 33,99
60 33,96
60 33,93
60 33,91
60 33,88
60 33,86
60 33,83
60 33,8
60 33,78
60 33,75
60 33,73
60 33,7
60 33,67
60 33,65
60 33,62
60 33,59
60 33,57
60 33,54
60 33,51
60 33,48
60 33,46
60 33,43
60 33,4
60 33,38
60 33,35
60 33,32
60 33,29
60 33,27
60 33,24
60 33,21
60 33,18
60 33,15
60 33,13
60 33,1
60 33,07
60 33,04
60 33,01
60 32,98
60 32,96
60 32,93
60 32,9
60 32,87
60 32,84
60 32,81
60 32,78
60 32,76
60 32,73
60 32,7
60 32,67
60 32,64
60 32,61
60 32,58
60 32,55
60 32,52
60 32,49
60 32,46
60 32,43
60 32,4
60 32,37
60 32,34
60 32,31
60 32,28
60 32,25
60 32,22
60 32,19
60 32,16
